0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.000000e-07 0.000000e+00 5.000000e-07 0.000000e+00 
1.000000e-06 0.000000e+00 1.000000e-06 0.000000e+00 
2.000000e-06 0.000000e+00 2.000000e-06 0.000000e+00 
4.000000e-06 0.000000e+00 4.000000e-06 0.000000e+00 
8.000000e-06 0.000000e+00 8.000000e-06 0.000000e+00 
1.600000e-05 0.000000e+00 1.600000e-05 0.000000e+00 
3.200000e-05 0.000000e+00 3.200000e-05 0.000000e+00 
6.400000e-05 0.000000e+00 6.400000e-05 0.000000e+00 
1.000000e-04 0.000000e+00 1.000000e-04 0.000000e+00 
1.000001e-04 6.097560e-08 1.000001e-04 5.000000e-01 
1.000003e-04 3.048780e-07 1.000003e-04 1.500000e+00 
1.000007e-04 1.524390e-06 1.000007e-04 3.500000e+00 
1.000010e-04 3.079267e-06 1.000010e-04 5.000000e+00 
1.000010e-04 3.382286e-06 1.000010e-04 5.000000e+00 
1.000011e-04 3.988323e-06 1.000011e-04 5.000000e+00 
1.000013e-04 5.200397e-06 1.000013e-04 5.000000e+00 
1.000017e-04 7.624545e-06 1.000017e-04 5.000000e+00 
1.000025e-04 1.247284e-05 1.000025e-04 5.000000e+00 
1.000041e-04 2.216941e-05 1.000041e-04 5.000000e+00 
1.000073e-04 4.156249e-05 1.000073e-04 5.000000e+00 
1.000137e-04 8.034843e-05 1.000137e-04 5.000000e+00 
1.000264e-04 1.579194e-04 1.000264e-04 5.000000e+00 
1.000518e-04 3.130577e-04 1.000518e-04 5.000000e+00 
1.001027e-04 6.233200e-04 1.001027e-04 5.000000e+00 
1.002045e-04 1.243787e-03 1.002045e-04 5.000000e+00 
1.004081e-04 2.484489e-03 1.004081e-04 5.000000e+00 
1.008152e-04 4.964970e-03 1.008152e-04 5.000000e+00 
1.016294e-04 9.922240e-03 1.016294e-04 5.000000e+00 
1.032578e-04 1.982203e-02 1.032578e-04 5.000000e+00 
1.065146e-04 3.956274e-02 1.065146e-04 5.000000e+00 
1.130282e-04 7.880988e-02 1.130282e-04 5.000000e+00 
1.260555e-04 1.563763e-01 1.260555e-04 5.000000e+00 
1.521100e-04 3.078700e-01 1.521100e-04 5.000000e+00 
2.042191e-04 5.968615e-01 2.042191e-04 5.000000e+00 
3.042191e-04 1.102969e+00 3.042191e-04 5.000000e+00 
4.042191e-04 1.550904e+00 4.042191e-04 5.000000e+00 
5.042191e-04 1.947352e+00 5.042191e-04 5.000000e+00 
6.042191e-04 2.298231e+00 6.042191e-04 5.000000e+00 
7.042191e-04 2.608779e+00 7.042191e-04 5.000000e+00 
8.042191e-04 2.883632e+00 8.042191e-04 5.000000e+00 
9.042191e-04 3.126893e+00 9.042191e-04 5.000000e+00 
1.004219e-03 3.342192e+00 1.004219e-03 5.000000e+00 
1.104219e-03 3.532745e+00 1.104219e-03 5.000000e+00 
1.204219e-03 3.701395e+00 1.204219e-03 5.000000e+00 
1.304219e-03 3.850660e+00 1.304219e-03 5.000000e+00 
1.404219e-03 3.982768e+00 1.404219e-03 5.000000e+00 
1.504219e-03 4.099691e+00 1.504219e-03 5.000000e+00 
1.604219e-03 4.203175e+00 1.604219e-03 5.000000e+00 
1.704219e-03 4.294764e+00 1.704219e-03 5.000000e+00 
1.804219e-03 4.375826e+00 1.804219e-03 5.000000e+00 
1.904219e-03 4.447570e+00 1.904219e-03 5.000000e+00 
2.004219e-03 4.511068e+00 2.004219e-03 5.000000e+00 
2.104219e-03 4.567267e+00 2.104219e-03 5.000000e+00 
2.204219e-03 4.617006e+00 2.204219e-03 5.000000e+00 
2.304219e-03 4.661028e+00 2.304219e-03 5.000000e+00 
2.404219e-03 4.699991e+00 2.404219e-03 5.000000e+00 
2.504219e-03 4.734475e+00 2.504219e-03 5.000000e+00 
2.604219e-03 4.764995e+00 2.604219e-03 5.000000e+00 
2.704219e-03 4.792007e+00 2.704219e-03 5.000000e+00 
2.804219e-03 4.815914e+00 2.804219e-03 5.000000e+00 
2.904219e-03 4.837073e+00 2.904219e-03 5.000000e+00 
3.004219e-03 4.855801e+00 3.004219e-03 5.000000e+00 
3.104219e-03 4.872375e+00 3.104219e-03 5.000000e+00 
3.204219e-03 4.887045e+00 3.204219e-03 5.000000e+00 
3.304219e-03 4.900028e+00 3.304219e-03 5.000000e+00 
3.404219e-03 4.911519e+00 3.404219e-03 5.000000e+00 
3.504219e-03 4.921689e+00 3.504219e-03 5.000000e+00 
3.604219e-03 4.930691e+00 3.604219e-03 5.000000e+00 
3.704219e-03 4.938657e+00 3.704219e-03 5.000000e+00 
3.804219e-03 4.945708e+00 3.804219e-03 5.000000e+00 
3.904219e-03 4.951949e+00 3.904219e-03 5.000000e+00 
4.004219e-03 4.957472e+00 4.004219e-03 5.000000e+00 
4.104219e-03 4.962360e+00 4.104219e-03 5.000000e+00 
4.204219e-03 4.966686e+00 4.204219e-03 5.000000e+00 
4.304219e-03 4.970516e+00 4.304219e-03 5.000000e+00 
4.404219e-03 4.973905e+00 4.404219e-03 5.000000e+00 
4.504219e-03 4.976904e+00 4.504219e-03 5.000000e+00 
4.604219e-03 4.979559e+00 4.604219e-03 5.000000e+00 
4.704219e-03 4.981908e+00 4.704219e-03 5.000000e+00 
4.804219e-03 4.983988e+00 4.804219e-03 5.000000e+00 
4.904219e-03 4.985828e+00 4.904219e-03 5.000000e+00 
5.000000e-03 4.987392e+00 5.000000e-03 5.000000e+00 
